
"NAM"	"DAT"	"PERIOD"	"КАТО(по отчету)"	"LКАТО(по отчету)"	"ГОКЭД(по каталогу)02"	"LГОКЭД(по каталогу)02"	"ГЗВ"	"LГЗВ"	"VAL"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Деятельность в области архитектуры, инженерных изысканий, технических испытаний и анализа"	"3609"	"Всего"	"1"	"50 112 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Научные исследования и разработки"	"3670"	"Всего"	"1"	"63 785 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Научные исследования и разработки"	"3670"	"Всего"	"1"	"4 765 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Ветеринарная деятельность"	"3827"	"Всего"	"1"	"4 410 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Ветеринарная деятельность"	"3827"	"Всего"	"1"	"2 351 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Аренда, прокат и лизинг"	"3868"	"Всего"	"1"	"3 465 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Деятельность по обеспечению безопасности и проведению расследований"	"3932"	"Всего"	"1"	"13 843 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Деятельность по обеспечению безопасности и проведению расследований"	"3932"	"Всего"	"1"	"15 821 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Деятельность по обслуживанию зданий и благоустройству территорий"	"3971"	"Всего"	"1"	"38 213 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Деятельность по обслуживанию зданий и благоустройству территорий"	"3971"	"Всего"	"1"	"190 542 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Деятельность в области офисного административного и вспомогательного обслуживания, направленная на поддержание коммерческой деятельности"	"3985"	"Всего"	"1"	"513 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Деятельность в области офисного административного и вспомогательного обслуживания, направленная на поддержание коммерческой деятельности"	"3985"	"Всего"	"1"	"4 929 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Государственное управление и оборона; обязательное социальное обеспечение"	"4006"	"Всего"	"1"	"502 961 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Государственное управление и оборона; обязательное социальное обеспечение"	"4006"	"Всего"	"1"	"310 177 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Образование"	"4034"	"Всего"	"1"	"372 522 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Образование"	"4034"	"Всего"	"1"	"314 850 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Деятельность в области здравоохранения"	"4101"	"Всего"	"1"	"93 279 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Деятельность в области здравоохранения"	"4101"	"Всего"	"1"	"133 487 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Предоставление социальных услуг с обеспечением проживания"	"4120"	"Всего"	"1"	"18 269 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Деятельность в области творчества, искусства и развлечений"	"4145"	"Всего"	"1"	"40 056 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Деятельность в области творчества, искусства и развлечений"	"4145"	"Всего"	"1"	"46 311 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Деятельность библиотек, архивов, музеев и прочая деятельность в области культуры"	"4170"	"Всего"	"1"	"641 000.000"
